comment_id,platform,program_name,comment_text,sentiment,likes,replies,engagement_score,hashtags,topic_category,city_region,created_at,user_type,urgency_level,clean_comment,year,month,day,engagement_category
CMT-104194,Twitter/X,Smart City Batu,WiFi publik sangat membantu mahasiswa.,Positive,1779,144,2067,#WisataBatu,Infrastruktur,Pasuruan,2025-06-29 14:14:10,Citizen,Low,wifipubliksangatmembantumahasiswa,2025,6,29,Medium
CMT-104195,Twitter/X,Pelayanan Dukcapil Online,Semoga layanan terus ditingkatkan.,Neutral,2782,192,3166,#WisataBatu,Teknologi,Pasuruan,2026-04-26 16:51:07,Public Employee,Medium,semogalayananterusditingkatkan,2026,4,26,High
CMT-104196,TikTok,Digital UMKM,Aplikasi pemerintah makin modern dan responsif.,Positive,870,398,1666,#DiskominfoBatu,Teknologi,Kediri,2026-03-05 19:46:15,Tourist,Low,aplikasipemerintahmakinmoderndanresponsif,2026,3,5,Medium
CMT-104197,TikTok,Digital UMKM,Masih perlu pengembangan lebih lanjut.,Neutral,185,455,1095,#BatuDigital,Transportasi,Blitar,2025-08-17 04:51:15,Tourist,Medium,masihperlupengembanganlebihlanjut,2025,8,17,Medium
CMT-104198,TikTok,WiFi Publik Kota Batu,Informasi sudah cukup jelas.,Neutral,1186,258,1702,#WisataBatu,Pariwisata,Blitar,2025-11-01 06:53:46,Student,Medium,informasisudahcukupjelas,2025,11,1,Medium
CMT-104199,Twitter/X,Batu Tourism App,Digitalisasi layanan sangat mempermudah warga.,Positive,4176,421,5018,#WisataBatu,Pendidikan,Malang,2025-12-25 23:39:59,Tourist,Low,digitalisasilayanansangatmempermudahwarga,2025,12,25,High
CMT-104200,TikTok,Digital UMKM,Aplikasi pemerintah makin modern dan responsif.,Positive,8,125,258,#UMKMBatu,Teknologi,Surabaya,2026-04-08 19:41:40,Tourist,Low,aplikasipemerintahmakinmoderndanresponsif,2026,4,8,Low
CMT-104201,Instagram,Digital Learning Batu,Pelayanan online masih membingungkan.,Negative,987,388,1763,#WisataBatu,Ekonomi Digital,Pasuruan,2025-06-30 20:28:00,Citizen,High,pelayananonlinemasihmembingungkan,2025,6,30,Medium
CMT-104202,Instagram,Smart City Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,4712,319,5350,#UMKMBatu,Pariwisata,Pasuruan,2025-12-18 08:48:19,Public Employee,Low,digitalisasilayanansangatmempermudahwarga,2025,12,18,High
CMT-104203,TikTok,Digital Learning Batu,Masih perlu pengembangan lebih lanjut.,Neutral,2386,332,3050,#UMKMBatu,Pelayanan Publik,Batu,2025-07-10 12:26:01,Public Employee,Medium,masihperlupengembanganlebihlanjut,2025,7,10,High
CMT-104204,TikTok,WiFi Publik Kota Batu,Informasi publik jadi lebih transparan.,Positive,1561,406,2373,#PelayananPublik,Infrastruktur,Blitar,2025-07-19 23:54:36,Student,Low,informasipublikjadilebihtransparan,2025,7,19,Medium
CMT-104205,TikTok,Digital Learning Batu,Server sering down saat ramai pengguna.,Negative,2091,48,2187,#DiskominfoBatu,Pariwisata,Kediri,2026-04-10 00:20:55,Public Employee,High,serverseringdownsaatramaipengguna,2026,4,10,Medium
CMT-104206,Instagram,Digital Learning Batu,Informasi publik jadi lebih transparan.,Positive,4019,128,4275,#DiskominfoBatu,Infrastruktur,Kediri,2025-05-29 03:38:57,UMKM Owner,Low,informasipublikjadilebihtransparan,2025,5,29,High
CMT-104207,TikTok,Pelayanan Dukcapil Online,Fitur aplikasi masih kurang lengkap.,Negative,2563,452,3467,#WisataBatu,Transportasi,Kediri,2025-11-15 16:56:56,UMKM Owner,Medium,fituraplikasimasihkuranglengkap,2025,11,15,High
CMT-104208,Instagram,Digital UMKM,Pelayanan sudah cukup baik.,Neutral,4223,271,4765,#BatuDigital,Infrastruktur,Blitar,2025-09-11 10:44:43,Public Employee,Medium,pelayanansudahcukupbaik,2025,9,11,High
CMT-104209,Instagram,Digital Learning Batu,Salut untuk inovasi digital Kota Batu.,Positive,1611,91,1793,#BatuDigital,Ekonomi Digital,Blitar,2026-02-05 20:39:22,Student,Low,salutuntukinovasidigitalkotabatu,2026,2,5,Medium
CMT-104210,TikTok,WiFi Publik Kota Batu,Salut untuk inovasi digital Kota Batu.,Positive,4419,120,4659,#KotaBatu,Pelayanan Publik,Malang,2026-01-02 01:56:57,UMKM Owner,Low,salutuntukinovasidigitalkotabatu,2026,1,2,High
CMT-104211,Instagram,E-Government Service,WiFi publik sangat membantu mahasiswa.,Positive,4980,360,5700,#KotaBatu,Infrastruktur,Malang,2025-08-14 09:10:43,Student,Low,wifipubliksangatmembantumahasiswa,2025,8,14,High
CMT-104212,TikTok,Smart City Batu,Aplikasinya sering error saat digunakan.,Negative,3727,254,4235,#DigitalGovernment,UMKM,Pasuruan,2026-03-23 06:07:36,UMKM Owner,Medium,aplikasinyaseringerrorsaatdigunakan,2026,3,23,High
CMT-104213,Instagram,Batu Tourism App,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,1098,383,1864,#UMKMBatu,Ekonomi Digital,Malang,2026-02-06 12:27:26,UMKM Owner,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,2,6,Medium
CMT-104214,Twitter/X,Batu Tourism App,Informasi sudah cukup jelas.,Neutral,787,450,1687,#PelayananPublik,Pendidikan,Batu,2025-09-05 13:01:05,Student,Medium,informasisudahcukupjelas,2025,9,5,Medium
CMT-104215,Twitter/X,Digital Learning Batu,WiFi publik sangat membantu mahasiswa.,Positive,1018,423,1864,#DigitalGovernment,Ekonomi Digital,Pasuruan,2025-07-02 00:29:58,Citizen,Low,wifipubliksangatmembantumahasiswa,2025,7,2,Medium
CMT-104216,Instagram,WiFi Publik Kota Batu,Informasi di aplikasi kurang update.,Negative,2110,240,2590,#SmartCityBatu,Pendidikan,Batu,2025-12-15 06:38:24,Citizen,High,informasidiaplikasikurangupdate,2025,12,15,Medium
CMT-104217,TikTok,Smart Transportation Batu,WiFi publik sangat membantu mahasiswa.,Positive,4177,128,4433,#BatuDigital,Teknologi,Batu,2025-06-13 16:20:44,Citizen,Low,wifipubliksangatmembantumahasiswa,2025,6,13,High
CMT-104218,Instagram,E-Government Service,Pelayanan sudah cukup baik.,Neutral,3845,364,4573,#PelayananPublik,Pariwisata,Kediri,2025-10-19 13:58:16,UMKM Owner,Medium,pelayanansudahcukupbaik,2025,10,19,High
CMT-104219,TikTok,WiFi Publik Kota Batu,Informasi publik jadi lebih transparan.,Positive,1739,302,2343,#BatuDigital,Transportasi,Malang,2026-03-29 16:41:35,UMKM Owner,Low,informasipublikjadilebihtransparan,2026,3,29,Medium
CMT-104220,TikTok,Smart Transportation Batu,Server sering down saat ramai pengguna.,Negative,3699,394,4487,#KotaBatu,Transportasi,Surabaya,2025-05-13 11:47:58,Tourist,High,serverseringdownsaatramaipengguna,2025,5,13,High
CMT-104221,Twitter/X,E-Government Service,Semoga layanan terus ditingkatkan.,Neutral,1355,54,1463,#BatuDigital,Pendidikan,Batu,2025-09-15 23:57:04,UMKM Owner,Medium,semogalayananterusditingkatkan,2025,9,15,Medium
CMT-104222,Twitter/X,Digital Learning Batu,Salut untuk inovasi digital Kota Batu.,Positive,290,116,522,#PelayananPublik,Pariwisata,Pasuruan,2025-12-15 17:39:34,Tourist,Low,salutuntukinovasidigitalkotabatu,2025,12,15,Low
CMT-104223,Twitter/X,Batu Tourism App,Pelayanan sudah cukup baik.,Neutral,4445,426,5297,#BatuDigital,Infrastruktur,Kediri,2025-08-03 20:23:53,UMKM Owner,Medium,pelayanansudahcukupbaik,2025,8,3,High
CMT-104224,Twitter/X,Batu Tourism App,WiFi publik sangat membantu mahasiswa.,Positive,3023,339,3701,#KotaBatu,Ekonomi Digital,Batu,2025-08-28 16:02:42,Tourist,Low,wifipubliksangatmembantumahasiswa,2025,8,28,High
CMT-104225,Twitter/X,E-Government Service,Programnya cukup menarik untuk dicoba.,Neutral,4836,90,5016,#PelayananPublik,UMKM,Kediri,2025-09-24 17:08:05,Citizen,Medium,programnyacukupmenarikuntukdicoba,2025,9,24,High
CMT-104226,TikTok,Digital Learning Batu,Informasi publik jadi lebih transparan.,Positive,2548,208,2964,#KotaBatu,Transportasi,Blitar,2026-04-08 22:51:17,Tourist,Low,informasipublikjadilebihtransparan,2026,4,8,Medium
CMT-104227,Twitter/X,Digital Learning Batu,Fiturnya cukup membantu untuk masyarakat.,Neutral,4263,389,5041,#PelayananPublik,Teknologi,Kediri,2025-10-27 11:51:32,Citizen,Medium,fiturnyacukupmembantuuntukmasyarakat,2025,10,27,High
CMT-104228,Twitter/X,WiFi Publik Kota Batu,Pelayanan online masih membingungkan.,Negative,2692,500,3692,#DiskominfoBatu,Pendidikan,Kediri,2025-07-22 08:32:34,Public Employee,High,pelayananonlinemasihmembingungkan,2025,7,22,High
CMT-104229,Twitter/X,E-Government Service,Pelayanan online sekarang lebih efisien.,Positive,1421,117,1655,#SmartCityBatu,Pendidikan,Pasuruan,2025-06-30 21:21:40,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2025,6,30,Medium
CMT-104230,Instagram,WiFi Publik Kota Batu,Pelayanan online sekarang lebih efisien.,Positive,3997,292,4581,#DigitalGovernment,Pariwisata,Pasuruan,2025-06-11 10:43:20,Public Employee,Low,pelayananonlinesekaranglebihefisien,2025,6,11,High
CMT-104231,Twitter/X,Smart Transportation Batu,Informasi publik jadi lebih transparan.,Positive,2397,392,3181,#KotaBatu,Pendidikan,Kediri,2025-09-03 22:12:15,Tourist,Low,informasipublikjadilebihtransparan,2025,9,3,High
CMT-104232,TikTok,Digital UMKM,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,1112,10,1132,#SmartCityBatu,Infrastruktur,Batu,2025-09-16 14:12:41,UMKM Owner,Medium,masihadabeberapafituryangperludiperbaiki,2025,9,16,Medium
CMT-104233,TikTok,Digital Learning Batu,Salut untuk inovasi digital Kota Batu.,Positive,3414,305,4024,#BatuDigital,Pelayanan Publik,Batu,2025-07-06 23:21:01,UMKM Owner,Low,salutuntukinovasidigitalkotabatu,2025,7,6,High
CMT-104234,Twitter/X,Smart City Batu,Informasi publik jadi lebih transparan.,Positive,887,129,1145,#DigitalGovernment,Ekonomi Digital,Batu,2025-06-05 07:46:26,Citizen,Low,informasipublikjadilebihtransparan,2025,6,5,Medium
CMT-104235,Instagram,E-Government Service,Semoga layanan terus ditingkatkan.,Neutral,17,365,747,#KotaBatu,UMKM,Surabaya,2026-04-08 00:53:36,Student,Medium,semogalayananterusditingkatkan,2026,4,8,Low
CMT-104236,Twitter/X,Digital Learning Batu,Pelayanan sudah cukup baik.,Neutral,2405,448,3301,#DigitalGovernment,Pelayanan Publik,Kediri,2026-01-31 02:35:39,Student,Medium,pelayanansudahcukupbaik,2026,1,31,High
CMT-104237,Instagram,Digital UMKM,Programnya cukup menarik untuk dicoba.,Neutral,372,486,1344,#KotaBatu,Pendidikan,Pasuruan,2026-02-07 05:18:16,Tourist,Medium,programnyacukupmenarikuntukdicoba,2026,2,7,Medium
CMT-104238,Twitter/X,Pelayanan Dukcapil Online,Informasi publik jadi lebih transparan.,Positive,528,92,712,#UMKMBatu,Pariwisata,Malang,2026-02-04 12:33:30,UMKM Owner,Low,informasipublikjadilebihtransparan,2026,2,4,Low
CMT-104239,Twitter/X,Smart Transportation Batu,Salut untuk inovasi digital Kota Batu.,Positive,3800,191,4182,#KotaBatu,Ekonomi Digital,Blitar,2025-11-22 12:09:08,Student,Low,salutuntukinovasidigitalkotabatu,2025,11,22,High
CMT-104240,Instagram,Smart Transportation Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,3183,409,4001,#WisataBatu,Infrastruktur,Malang,2026-01-07 14:51:33,Citizen,Low,aplikasipemerintahmakinmoderndanresponsif,2026,1,7,High
CMT-104241,Instagram,Smart City Batu,Pelayanan online sekarang lebih efisien.,Positive,4914,47,5008,#KotaBatu,Ekonomi Digital,Batu,2025-11-20 04:28:00,Student,Low,pelayananonlinesekaranglebihefisien,2025,11,20,High
CMT-104242,Twitter/X,Smart City Batu,Aplikasinya sering error saat digunakan.,Negative,704,481,1666,#KotaBatu,Transportasi,Blitar,2025-11-14 19:19:01,Tourist,High,aplikasinyaseringerrorsaatdigunakan,2025,11,14,Medium
CMT-104243,TikTok,Digital UMKM,Informasi di aplikasi kurang update.,Negative,2241,242,2725,#KotaBatu,Pendidikan,Malang,2025-08-23 04:03:52,UMKM Owner,High,informasidiaplikasikurangupdate,2025,8,23,Medium
CMT-104244,Twitter/X,Pelayanan Dukcapil Online,Aplikasinya lumayan mudah digunakan.,Neutral,3200,216,3632,#SmartCityBatu,Pariwisata,Malang,2025-09-11 18:45:34,UMKM Owner,Medium,aplikasinyalumayanmudahdigunakan,2025,9,11,High
CMT-104245,Twitter/X,WiFi Publik Kota Batu,Masih perlu pengembangan lebih lanjut.,Neutral,4697,190,5077,#WisataBatu,Pelayanan Publik,Pasuruan,2026-01-03 14:31:17,Tourist,Medium,masihperlupengembanganlebihlanjut,2026,1,3,High
CMT-104246,Instagram,Smart City Batu,Masih perlu pengembangan lebih lanjut.,Neutral,4015,105,4225,#KotaBatu,Pendidikan,Kediri,2026-03-26 10:40:58,Citizen,Medium,masihperlupengembanganlebihlanjut,2026,3,26,High
CMT-104247,TikTok,Batu Tourism App,Masih ada beberapa fitur yang perlu diperbaiki.,Neutral,4286,352,4990,#KotaBatu,Teknologi,Surabaya,2025-10-29 21:21:14,Tourist,Medium,masihadabeberapafituryangperludiperbaiki,2025,10,29,High
CMT-104248,Instagram,Digital UMKM,Fiturnya cukup membantu untuk masyarakat.,Neutral,1507,348,2203,#UMKMBatu,Pariwisata,Kediri,2026-03-12 10:47:15,Tourist,Medium,fiturnyacukupmembantuuntukmasyarakat,2026,3,12,Medium
CMT-104249,Twitter/X,Digital Learning Batu,Programnya cukup menarik untuk dicoba.,Neutral,884,394,1672,#BatuDigital,Ekonomi Digital,Surabaya,2025-10-09 00:38:47,Tourist,Medium,programnyacukupmenarikuntukdicoba,2025,10,9,Medium
CMT-104250,TikTok,E-Government Service,Informasi sudah cukup jelas.,Neutral,1831,297,2425,#DiskominfoBatu,Pelayanan Publik,Blitar,2025-05-27 23:12:54,Tourist,Medium,informasisudahcukupjelas,2025,5,27,Medium
CMT-104251,Instagram,Pelayanan Dukcapil Online,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,510,333,1176,#DigitalGovernment,UMKM,Kediri,2025-05-09 03:49:19,Citizen,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,5,9,Medium
CMT-104252,TikTok,Digital Learning Batu,Semoga layanan terus ditingkatkan.,Neutral,2943,347,3637,#UMKMBatu,Infrastruktur,Blitar,2026-01-24 03:09:25,Public Employee,Medium,semogalayananterusditingkatkan,2026,1,24,High
CMT-104253,Twitter/X,Digital UMKM,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,2466,429,3324,#DiskominfoBatu,Pariwisata,Kediri,2026-03-18 07:50:38,UMKM Owner,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,3,18,High
CMT-104254,Twitter/X,Pelayanan Dukcapil Online,Programnya cukup menarik untuk dicoba.,Neutral,3907,383,4673,#DigitalGovernment,Pelayanan Publik,Malang,2026-03-31 21:13:57,Tourist,Medium,programnyacukupmenarikuntukdicoba,2026,3,31,High
CMT-104255,Twitter/X,Digital Learning Batu,Sistem sering mengalami gangguan.,Negative,4762,383,5528,#KotaBatu,Ekonomi Digital,Blitar,2025-08-12 19:29:55,Citizen,High,sistemseringmengalamigangguan,2025,8,12,High
CMT-104256,Twitter/X,Smart City Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,4238,303,4844,#KotaBatu,Pendidikan,Malang,2025-07-15 05:03:47,Public Employee,Low,digitalisasilayanansangatmempermudahwarga,2025,7,15,High
CMT-104257,Twitter/X,WiFi Publik Kota Batu,Informasi di aplikasi kurang update.,Negative,2672,149,2970,#KotaBatu,Infrastruktur,Batu,2025-10-16 13:30:02,Student,Medium,informasidiaplikasikurangupdate,2025,10,16,Medium
CMT-104258,TikTok,Digital Learning Batu,Programnya cukup menarik untuk dicoba.,Neutral,864,108,1080,#PelayananPublik,Ekonomi Digital,Surabaya,2025-10-12 00:24:03,Tourist,Medium,programnyacukupmenarikuntukdicoba,2025,10,12,Medium
CMT-104259,Twitter/X,Batu Tourism App,Program ini sangat membantu masyarakat.,Positive,2050,222,2494,#DiskominfoBatu,Pelayanan Publik,Blitar,2026-05-05 21:49:08,Tourist,Low,programinisangatmembantumasyarakat,2026,5,5,Medium
CMT-104260,Twitter/X,Batu Tourism App,Aplikasi pemerintah makin modern dan responsif.,Positive,4981,34,5049,#BatuDigital,Pelayanan Publik,Batu,2026-03-28 19:26:22,Public Employee,Low,aplikasipemerintahmakinmoderndanresponsif,2026,3,28,High
CMT-104261,Instagram,E-Government Service,Salut untuk inovasi digital Kota Batu.,Positive,701,242,1185,#WisataBatu,UMKM,Malang,2025-11-25 06:32:50,Student,Low,salutuntukinovasidigitalkotabatu,2025,11,25,Medium
CMT-104262,Twitter/X,E-Government Service,Aplikasinya lumayan mudah digunakan.,Neutral,1067,353,1773,#KotaBatu,Infrastruktur,Blitar,2025-07-10 03:53:24,Student,Medium,aplikasinyalumayanmudahdigunakan,2025,7,10,Medium
CMT-104263,Twitter/X,WiFi Publik Kota Batu,Aplikasi pemerintah makin modern dan responsif.,Positive,1216,280,1776,#PelayananPublik,Pariwisata,Surabaya,2025-11-17 18:23:18,Student,Low,aplikasipemerintahmakinmoderndanresponsif,2025,11,17,Medium
CMT-104264,Instagram,Digital UMKM,Pelayanan online sekarang lebih efisien.,Positive,4323,313,4949,#WisataBatu,Pariwisata,Surabaya,2026-01-24 20:18:18,Public Employee,Low,pelayananonlinesekaranglebihefisien,2026,1,24,High
CMT-104265,TikTok,Digital Learning Batu,Informasi sudah cukup jelas.,Neutral,3973,482,4937,#UMKMBatu,Ekonomi Digital,Surabaya,2025-06-04 05:43:16,Tourist,Medium,informasisudahcukupjelas,2025,6,4,High
CMT-104266,Instagram,WiFi Publik Kota Batu,Informasi publik jadi lebih transparan.,Positive,2634,17,2668,#PelayananPublik,Pendidikan,Batu,2026-01-31 02:59:37,Citizen,Low,informasipublikjadilebihtransparan,2026,1,31,Medium
CMT-104267,TikTok,Smart Transportation Batu,Pelayanan online masih membingungkan.,Negative,4316,279,4874,#WisataBatu,Teknologi,Kediri,2025-07-01 05:48:58,UMKM Owner,Medium,pelayananonlinemasihmembingungkan,2025,7,1,High
CMT-104268,Twitter/X,E-Government Service,Aplikasinya lumayan mudah digunakan.,Neutral,214,382,978,#DiskominfoBatu,Infrastruktur,Surabaya,2025-05-23 13:30:28,Public Employee,Medium,aplikasinyalumayanmudahdigunakan,2025,5,23,Low
CMT-104269,Twitter/X,Digital Learning Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,4609,463,5535,#KotaBatu,Ekonomi Digital,Surabaya,2025-08-04 09:07:37,UMKM Owner,Low,pelayanansekarangjauhlebihcepatdanmudah,2025,8,4,High
CMT-104270,Instagram,Digital Learning Batu,Program ini sangat membantu masyarakat.,Positive,4824,108,5040,#DigitalGovernment,Pariwisata,Blitar,2025-09-22 22:38:13,UMKM Owner,Low,programinisangatmembantumasyarakat,2025,9,22,High
CMT-104271,TikTok,Pelayanan Dukcapil Online,Informasi publik jadi lebih transparan.,Positive,1989,479,2947,#UMKMBatu,Ekonomi Digital,Blitar,2025-07-01 01:57:26,UMKM Owner,Low,informasipublikjadilebihtransparan,2025,7,1,Medium
CMT-104272,Instagram,WiFi Publik Kota Batu,Masih perlu pengembangan lebih lanjut.,Neutral,1879,101,2081,#BatuDigital,Teknologi,Malang,2025-09-07 21:37:56,Public Employee,Medium,masihperlupengembanganlebihlanjut,2025,9,7,Medium
CMT-104273,TikTok,Pelayanan Dukcapil Online,Program ini sangat membantu masyarakat.,Positive,2830,0,2830,#KotaBatu,Transportasi,Malang,2025-09-26 19:41:02,Public Employee,Low,programinisangatmembantumasyarakat,2025,9,26,Medium
CMT-104274,TikTok,E-Government Service,Server sering down saat ramai pengguna.,Negative,2366,160,2686,#BatuDigital,Pendidikan,Pasuruan,2025-09-07 14:31:47,UMKM Owner,Medium,serverseringdownsaatramaipengguna,2025,9,7,Medium
CMT-104275,TikTok,Digital Learning Batu,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,2073,242,2557,#SmartCityBatu,Ekonomi Digital,Kediri,2026-03-12 00:19:10,Public Employee,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,3,12,Medium
CMT-104276,Twitter/X,Smart Transportation Batu,Program ini sangat membantu masyarakat.,Positive,2214,181,2576,#KotaBatu,Pariwisata,Blitar,2025-10-14 14:46:50,Tourist,Low,programinisangatmembantumasyarakat,2025,10,14,Medium
CMT-104277,Twitter/X,Digital UMKM,Informasi publik jadi lebih transparan.,Positive,4761,58,4877,#KotaBatu,Transportasi,Blitar,2025-05-09 06:02:50,Student,Low,informasipublikjadilebihtransparan,2025,5,9,High
CMT-104278,Instagram,E-Government Service,Informasi publik jadi lebih transparan.,Positive,1684,314,2312,#KotaBatu,Transportasi,Pasuruan,2025-09-13 03:11:07,Public Employee,Low,informasipublikjadilebihtransparan,2025,9,13,Medium
CMT-104279,TikTok,Pelayanan Dukcapil Online,Aplikasinya lumayan mudah digunakan.,Neutral,2972,231,3434,#DiskominfoBatu,Transportasi,Surabaya,2026-04-26 03:56:53,UMKM Owner,Medium,aplikasinyalumayanmudahdigunakan,2026,4,26,High
CMT-104280,Twitter/X,E-Government Service,Informasi di aplikasi kurang update.,Negative,3569,124,3817,#BatuDigital,Pelayanan Publik,Blitar,2025-10-14 02:35:43,UMKM Owner,Medium,informasidiaplikasikurangupdate,2025,10,14,High
CMT-104281,Instagram,WiFi Publik Kota Batu,Pelayanan online sekarang lebih efisien.,Positive,2279,121,2521,#DiskominfoBatu,UMKM,Malang,2025-12-13 05:16:35,Public Employee,Low,pelayananonlinesekaranglebihefisien,2025,12,13,Medium
CMT-104282,Instagram,Digital UMKM,Pelayanan online sekarang lebih efisien.,Positive,3645,189,4023,#DiskominfoBatu,Ekonomi Digital,Surabaya,2025-11-30 12:49:36,UMKM Owner,Low,pelayananonlinesekaranglebihefisien,2025,11,30,High
CMT-104283,TikTok,Smart City Batu,WiFi publik sangat membantu mahasiswa.,Positive,1044,374,1792,#SmartCityBatu,Infrastruktur,Surabaya,2025-05-13 04:52:44,Public Employee,Low,wifipubliksangatmembantumahasiswa,2025,5,13,Medium
CMT-104284,TikTok,Smart Transportation Batu,Digitalisasi layanan sangat mempermudah warga.,Positive,2877,378,3633,#PelayananPublik,Teknologi,Surabaya,2025-12-09 16:07:55,Public Employee,Low,digitalisasilayanansangatmempermudahwarga,2025,12,9,High
CMT-104285,Twitter/X,Digital UMKM,Pelayanan sekarang jauh lebih cepat dan mudah.,Positive,2647,373,3393,#PelayananPublik,Transportasi,Surabaya,2026-02-07 19:50:19,Student,Low,pelayanansekarangjauhlebihcepatdanmudah,2026,2,7,High
CMT-104286,TikTok,Pelayanan Dukcapil Online,Aplikasi pemerintah makin modern dan responsif.,Positive,3849,52,3953,#PelayananPublik,Pariwisata,Batu,2025-09-19 01:00:00,Tourist,Low,aplikasipemerintahmakinmoderndanresponsif,2025,9,19,High
CMT-104287,TikTok,E-Government Service,WiFi publik sangat membantu mahasiswa.,Positive,3051,449,3949,#KotaBatu,Pelayanan Publik,Pasuruan,2026-01-30 07:13:24,Public Employee,Low,wifipubliksangatmembantumahasiswa,2026,1,30,High
CMT-104288,TikTok,Digital UMKM,Salut untuk inovasi digital Kota Batu.,Positive,1286,257,1800,#DigitalGovernment,Infrastruktur,Pasuruan,2026-01-13 09:23:37,Tourist,Low,salutuntukinovasidigitalkotabatu,2026,1,13,Medium
CMT-104289,Twitter/X,WiFi Publik Kota Batu,Aplikasinya lumayan mudah digunakan.,Neutral,3860,258,4376,#KotaBatu,Pariwisata,Blitar,2025-09-21 23:37:24,Tourist,Medium,aplikasinyalumayanmudahdigunakan,2025,9,21,High
CMT-104290,Twitter/X,Pelayanan Dukcapil Online,Pelayanan online sekarang lebih efisien.,Positive,3737,112,3961,#DigitalGovernment,Teknologi,Blitar,2025-06-14 03:46:08,Citizen,Low,pelayananonlinesekaranglebihefisien,2025,6,14,High
CMT-104291,Instagram,E-Government Service,Pelayanan sudah cukup baik.,Neutral,4127,414,4955,#SmartCityBatu,Infrastruktur,Kediri,2026-04-21 22:42:55,UMKM Owner,Medium,pelayanansudahcukupbaik,2026,4,21,High
CMT-104292,Twitter/X,WiFi Publik Kota Batu,Informasi publik jadi lebih transparan.,Positive,384,227,838,#DigitalGovernment,UMKM,Pasuruan,2025-10-15 21:14:29,Citizen,Low,informasipublikjadilebihtransparan,2025,10,15,Low
CMT-104293,TikTok,WiFi Publik Kota Batu,Semoga layanan terus ditingkatkan.,Neutral,3621,313,4247,#BatuDigital,Teknologi,Surabaya,2026-04-24 20:04:30,Student,Medium,semogalayananterusditingkatkan,2026,4,24,High
CMT-104294,Instagram,Pelayanan Dukcapil Online,Aplikasi pemerintah makin modern dan responsif.,Positive,2836,148,3132,#SmartCityBatu,Pelayanan Publik,Pasuruan,2025-12-26 10:56:11,UMKM Owner,Low,aplikasipemerintahmakinmoderndanresponsif,2025,12,26,High
CMT-104295,TikTok,Digital UMKM,Aplikasinya lumayan mudah digunakan.,Neutral,3489,255,3999,#KotaBatu,Ekonomi Digital,Surabaya,2025-05-27 04:09:33,Student,Medium,aplikasinyalumayanmudahdigunakan,2025,5,27,High
CMT-104296,Twitter/X,E-Government Service,Pelayanan sudah cukup baik.,Neutral,1353,142,1637,#DiskominfoBatu,Ekonomi Digital,Kediri,2026-05-04 15:40:12,Citizen,Medium,pelayanansudahcukupbaik,2026,5,4,Medium
CMT-104297,Twitter/X,E-Government Service,Kadang sulit login ke sistem.,Negative,4058,168,4394,#PelayananPublik,Infrastruktur,Surabaya,2025-09-25 18:34:06,Student,Medium,kadangsulitloginkesistem,2025,9,25,High
CMT-104298,Instagram,Pelayanan Dukcapil Online,Aplikasinya lumayan mudah digunakan.,Neutral,3914,72,4058,#WisataBatu,Infrastruktur,Blitar,2025-09-18 10:02:43,Citizen,Medium,aplikasinyalumayanmudahdigunakan,2025,9,18,High
CMT-104299,Twitter/X,Digital Learning Batu,WiFi publik sangat membantu mahasiswa.,Positive,377,209,795,#KotaBatu,UMKM,Batu,2026-02-28 04:59:02,Student,Low,wifipubliksangatmembantumahasiswa,2026,2,28,Low
CMT-104300,TikTok,Smart Transportation Batu,Informasi publik jadi lebih transparan.,Positive,3184,280,3744,#SmartCityBatu,UMKM,Blitar,2025-07-09 11:49:55,Public Employee,Low,informasipublikjadilebihtransparan,2025,7,9,High
CMT-104301,Twitter/X,WiFi Publik Kota Batu,Fitur aplikasi masih kurang lengkap.,Negative,4667,449,5565,#DiskominfoBatu,Transportasi,Kediri,2026-03-17 20:26:45,Public Employee,High,fituraplikasimasihkuranglengkap,2026,3,17,High
CMT-104302,TikTok,Smart Transportation Batu,Program ini sangat membantu masyarakat.,Positive,1829,242,2313,#PelayananPublik,Infrastruktur,Blitar,2026-02-18 22:40:16,Student,Low,programinisangatmembantumasyarakat,2026,2,18,Medium
CMT-104303,TikTok,Digital Learning Batu,Aplikasinya lumayan mudah digunakan.,Neutral,4352,110,4572,#UMKMBatu,Pariwisata,Blitar,2025-10-15 02:04:39,Public Employee,Medium,aplikasinyalumayanmudahdigunakan,2025,10,15,High
CMT-104304,Twitter/X,Digital Learning Batu,Informasi di aplikasi kurang update.,Negative,1331,101,1533,#DigitalGovernment,Pelayanan Publik,Kediri,2026-04-15 07:19:01,Tourist,High,informasidiaplikasikurangupdate,2026,4,15,Medium
